
time,ax,ay,az,wx,wy,wz,
13.499,1.01,2.24,-0.98,-0.89,0.79,-0.47,
13.502,0.98,2.02,-0.77,-0.89,0.79,-0.47,
13.503,0.98,2.02,-0.77,-0.90,0.77,-0.46,
13.504,0.98,2.02,-0.77,-0.91,0.75,-0.44,
13.507,0.95,1.80,-0.51,-0.91,0.75,-0.44,
13.508,0.95,1.80,-0.51,-0.92,0.73,-0.43,
13.51,0.95,1.80,-0.51,-0.92,0.70,-0.41,
13.512,0.95,1.80,-0.51,-0.92,0.68,-0.39,
13.513,0.90,1.60,-0.25,-0.92,0.68,-0.39,
13.519,0.90,1.60,-0.25,-0.92,0.64,-0.38,
13.519,0.89,1.46,0.05,-0.92,0.64,-0.38,
13.519,0.89,1.46,0.05,-0.91,0.61,-0.35,
13.519,0.89,1.46,0.05,-0.90,0.57,-0.33,
13.521,0.89,1.46,0.05,-0.89,0.53,-0.31,
13.522,0.91,1.30,0.37,-0.89,0.53,-0.31,
13.523,0.91,1.30,0.37,-0.87,0.48,-0.29,
13.526,0.96,1.17,0.69,-0.87,0.48,-0.29,
13.526,0.96,1.17,0.69,-0.85,0.44,-0.27,
13.529,0.96,1.17,0.69,-0.83,0.39,-0.25,
13.531,1.08,1.05,0.99,-0.83,0.39,-0.25,
13.532,1.08,1.05,0.99,-0.81,0.34,-0.23,
13.536,1.08,1.05,0.99,-0.78,0.29,-0.21,
13.536,1.20,0.96,1.28,-0.78,0.29,-0.21,
13.536,1.20,0.96,1.28,-0.75,0.24,-0.19,
13.539,1.20,0.96,1.28,-0.72,0.19,-0.17,
13.543,1.20,0.96,1.28,-0.68,0.14,-0.15,
13.543,1.36,0.86,1.51,-0.68,0.14,-0.15,
13.543,1.36,0.86,1.51,-0.65,0.09,-0.14,
13.545,1.36,0.86,1.51,-0.61,0.04,-0.12,
13.545,1.55,0.77,1.72,-0.61,0.04,-0.12,
13.548,1.55,0.77,1.72,-0.58,-0.01,-0.11,
13.55,1.74,0.71,1.89,-0.58,-0.01,-0.11,
13.55,1.74,0.71,1.89,-0.54,-0.06,-0.10,
13.553,1.74,0.71,1.89,-0.50,-0.11,-0.09,
13.556,1.91,0.62,2.00,-0.50,-0.11,-0.09,
13.556,1.91,0.62,2.00,-0.47,-0.15,-0.08,
13.557,1.91,0.62,2.00,-0.43,-0.20,-0.08,
13.561,2.09,0.58,2.05,-0.43,-0.20,-0.08,
13.562,2.09,0.58,2.05,-0.39,-0.24,-0.07,
13.563,2.09,0.58,2.05,-0.36,-0.28,-0.07,
13.565,2.26,0.54,2.09,-0.36,-0.28,-0.07,
13.565,2.26,0.54,2.09,-0.33,-0.31,-0.06,
13.567,2.26,0.54,2.09,-0.29,-0.34,-0.06,
13.571,2.38,0.55,2.11,-0.29,-0.34,-0.06,
13.571,2.38,0.55,2.11,-0.26,-0.37,-0.06,
13.572,2.38,0.55,2.11,-0.24,-0.40,-0.06,
13.575,2.51,0.56,2.07,-0.24,-0.40,-0.06,
13.575,2.51,0.56,2.07,-0.21,-0.42,-0.06,
13.577,2.51,0.56,2.07,-0.19,-0.45,-0.06,
13.58,2.63,0.57,1.99,-0.19,-0.45,-0.06,
13.581,2.63,0.57,1.99,-0.16,-0.46,-0.06,
13.583,2.63,0.57,1.99,-0.14,-0.48,-0.06,
13.584,2.77,0.59,1.93,-0.14,-0.48,-0.06,
13.585,2.77,0.59,1.93,-0.12,-0.50,-0.07,
13.587,2.77,0.59,1.93,-0.11,-0.51,-0.08,
13.589,2.93,0.59,1.82,-0.11,-0.51,-0.08,
13.59,2.93,0.59,1.82,-0.10,-0.52,-0.09,
13.592,2.93,0.59,1.82,-0.08,-0.53,-0.10,
13.594,2.93,0.59,1.82,-0.07,-0.53,-0.11,
13.595,3.06,0.59,1.73,-0.07,-0.53,-0.11,
13.596,3.06,0.59,1.73,-0.06,-0.53,-0.12,
13.599,3.06,0.59,1.73,-0.06,-0.53,-0.14,
13.6,3.16,0.63,1.65,-0.06,-0.53,-0.14,
13.601,3.16,0.63,1.65,-0.05,-0.52,-0.15,
13.604,3.28,0.67,1.57,-0.05,-0.52,-0.15,
13.604,3.28,0.67,1.57,-0.05,-0.51,-0.17,
13.606,3.28,0.67,1.57,-0.04,-0.49,-0.18,
13.609,3.28,0.67,1.57,-0.04,-0.48,-0.20,
13.609,3.36,0.70,1.46,-0.04,-0.48,-0.20,
13.611,3.36,0.70,1.46,-0.05,-0.46,-0.22,
13.614,3.36,0.70,1.46,-0.05,-0.43,-0.23,
13.615,3.43,0.76,1.35,-0.05,-0.43,-0.23,
13.616,3.43,0.76,1.35,-0.06,-0.41,-0.26,
13.618,3.48,0.83,1.25,-0.06,-0.41,-0.26,
13.618,3.48,0.83,1.25,-0.06,-0.38,-0.28,
13.621,3.48,0.83,1.25,-0.07,-0.34,-0.30,
13.624,3.51,0.87,1.13,-0.07,-0.34,-0.30,
13.624,3.51,0.87,1.13,-0.08,-0.31,-0.33,
13.627,3.51,0.87,1.13,-0.09,-0.27,-0.36,
13.63,3.51,0.87,1.13,-0.11,-0.24,-0.39,
13.63,3.55,0.94,1.03,-0.11,-0.24,-0.39,
13.63,3.55,0.94,1.03,-0.12,-0.20,-0.42,
13.633,3.55,1.00,0.91,-0.12,-0.20,-0.42,
13.633,3.55,1.00,0.91,-0.14,-0.15,-0.45,
13.635,3.55,1.00,0.91,-0.16,-0.11,-0.49,
13.637,3.56,1.06,0.81,-0.16,-0.11,-0.49,
13.637,3.56,1.06,0.81,-0.18,-0.06,-0.53,
13.641,3.56,1.06,0.81,-0.20,-0.01,-0.57,
13.642,3.56,1.06,0.81,-0.22,0.04,-0.61,
13.642,3.53,1.10,0.68,-0.22,0.04,-0.61,
13.644,3.53,1.10,0.68,-0.24,0.09,-0.65,
13.648,3.53,1.10,0.68,-0.26,0.14,-0.70,
13.648,3.47,1.13,0.60,-0.26,0.14,-0.70,
13.649,3.47,1.13,0.60,-0.28,0.20,-0.74,
13.652,3.35,1.11,0.52,-0.28,0.20,-0.74,
13.653,3.35,1.11,0.52,-0.31,0.24,-0.79,
13.654,3.35,1.11,0.52,-0.33,0.29,-0.84,
13.657,3.18,1.14,0.46,-0.33,0.29,-0.84,
13.657,3.18,1.14,0.46,-0.35,0.34,-0.88,
13.66,3.18,1.14,0.46,-0.38,0.39,-0.92,
13.662,2.98,1.15,0.43,-0.38,0.39,-0.92,
13.663,2.98,1.15,0.43,-0.40,0.43,-0.97,
13.664,2.98,1.15,0.43,-0.42,0.48,-1.01,
13.667,2.98,1.15,0.43,-0.45,0.52,-1.05,
13.667,2.75,1.12,0.41,-0.45,0.52,-1.05,
13.669,2.75,1.12,0.41,-0.47,0.56,-1.10,
13.672,2.52,1.10,0.39,-0.47,0.56,-1.10,
13.672,2.52,1.10,0.39,-0.49,0.60,-1.14,
13.675,2.52,1.10,0.39,-0.51,0.64,-1.18,
13.678,2.52,1.10,0.39,-0.52,0.68,-1.21,
13.678,2.31,1.03,0.40,-0.52,0.68,-1.21,
13.68,2.31,1.03,0.40,-0.54,0.71,-1.25,
13.682,2.31,1.03,0.40,-0.55,0.74,-1.28,
13.682,2.03,0.97,0.40,-0.55,0.74,-1.28,
13.685,2.03,0.97,0.40,-0.57,0.77,-1.32,
13.687,2.03,0.97,0.40,-0.58,0.80,-1.35,
13.688,1.79,0.88,0.39,-0.58,0.80,-1.35,
13.689,1.79,0.88,0.39,-0.59,0.83,-1.38,
13.692,1.79,0.88,0.39,-0.60,0.85,-1.41,
13.692,1.53,0.75,0.42,-0.60,0.85,-1.41,
13.695,1.53,0.75,0.42,-0.61,0.87,-1.44,
13.697,1.53,0.75,0.42,-0.61,0.89,-1.46,
13.697,1.28,0.66,0.41,-0.61,0.89,-1.46,
13.698,1.28,0.66,0.41,-0.62,0.91,-1.48,
13.701,1.00,0.55,0.44,-0.62,0.91,-1.48,
13.701,1.00,0.55,0.44,-0.62,0.93,-1.50,
13.703,1.00,0.55,0.44,-0.62,0.95,-1.52,
13.705,1.00,0.55,0.44,-0.62,0.96,-1.54,
13.706,0.75,0.44,0.43,-0.62,0.96,-1.54,
13.708,0.75,0.44,0.43,-0.62,0.98,-1.55,
13.71,0.45,0.36,0.46,-0.62,0.98,-1.55,
13.71,0.45,0.36,0.46,-0.61,0.99,-1.56,
13.713,0.45,0.36,0.46,-0.61,0.99,-1.57,
13.715,0.19,0.26,0.47,-0.61,0.99,-1.57,
13.716,0.19,0.26,0.47,-0.61,1.00,-1.58,
13.718,0.19,0.26,0.47,-0.61,1.00,-1.58,
13.72,-0.07,0.17,0.49,-0.61,1.00,-1.58,
13.724,-0.07,0.17,0.49,-0.60,1.00,-1.59,
13.725,-0.07,0.17,0.49,-0.60,1.00,-1.59,
13.726,-0.30,0.04,0.47,-0.60,1.00,-1.59,
13.726,-0.30,0.04,0.47,-0.59,0.99,-1.59,
13.733,-0.30,0.04,0.47,-0.59,0.99,-1.59,
13.733,-0.50,-0.04,0.47,-0.59,0.99,-1.59,
13.734,-0.50,-0.04,0.47,-0.58,0.98,-1.59,
13.734,-0.50,-0.04,0.47,-0.57,0.98,-1.59,
13.735,-0.50,-0.04,0.47,-0.57,0.97,-1.59,
13.736,-0.68,-0.16,0.47,-0.57,0.97,-1.59,
13.737,-0.68,-0.16,0.47,-0.56,0.95,-1.58,
13.74,-0.85,-0.24,0.50,-0.56,0.95,-1.58,
13.74,-0.85,-0.24,0.50,-0.55,0.94,-1.57,
13.742,-0.85,-0.24,0.50,-0.54,0.92,-1.56,
13.747,-1.00,-0.32,0.53,-0.54,0.92,-1.56,
13.747,-1.00,-0.32,0.53,-0.52,0.90,-1.56,
13.747,-1.00,-0.32,0.53,-0.51,0.88,-1.55,
13.75,-1.16,-0.36,0.57,-0.51,0.88,-1.55,
13.75,-1.16,-0.36,0.57,-0.49,0.86,-1.54,
13.751,-1.16,-0.36,0.57,-0.48,0.83,-1.52,
13.754,-1.26,-0.39,0.62,-0.48,0.83,-1.52,
13.755,-1.26,-0.39,0.62,-0.46,0.80,-1.51,
13.756,-1.26,-0.39,0.62,-0.45,0.78,-1.50,
13.758,-1.38,-0.46,0.65,-0.45,0.78,-1.50,
13.758,-1.38,-0.46,0.65,-0.43,0.74,-1.49,
13.761,-1.38,-0.46,0.65,-0.41,0.71,-1.47,
13.763,-1.38,-0.46,0.65,-0.39,0.68,-1.46,
13.764,-1.43,-0.52,0.67,-0.39,0.68,-1.46,
13.766,-1.43,-0.52,0.67,-0.38,0.64,-1.45,
13.768,-1.47,-0.57,0.70,-0.38,0.64,-1.45,
13.769,-1.47,-0.57,0.70,-0.36,0.61,-1.44,
13.771,-1.47,-0.57,0.70,-0.34,0.58,-1.43,
13.774,-1.47,-0.57,0.70,-0.32,0.54,-1.42,
13.774,-1.47,-0.69,0.69,-0.32,0.54,-1.42,
13.775,-1.47,-0.69,0.69,-0.31,0.51,-1.41,
13.778,-1.47,-0.69,0.69,-0.29,0.47,-1.41,
13.779,-1.50,-0.77,0.66,-0.29,0.47,-1.41,
13.781,-1.50,-0.77,0.66,-0.28,0.44,-1.40,
13.783,-1.53,-0.85,0.60,-0.28,0.44,-1.40,
13.784,-1.53,-0.85,0.60,-0.26,0.41,-1.39,
13.786,-1.53,-0.85,0.60,-0.24,0.38,-1.39,
13.787,-1.51,-0.92,0.53,-0.24,0.38,-1.39,
13.788,-1.51,-0.92,0.53,-0.23,0.36,-1.38,
13.79,-1.51,-0.92,0.53,-0.22,0.33,-1.38,
13.793,-1.51,-0.92,0.53,-0.21,0.30,-1.37,
13.794,-1.50,-1.02,0.48,-0.21,0.30,-1.37,
13.795,-1.50,-1.02,0.48,-0.20,0.28,-1.37,
13.797,-1.50,-1.02,0.48,-0.19,0.26,-1.36,
13.797,-1.53,-1.13,0.39,-0.19,0.26,-1.36,
13.8,-1.53,-1.13,0.39,-0.19,0.24,-1.36,
13.803,-1.54,-1.21,0.28,-0.19,0.24,-1.36,
13.803,-1.54,-1.21,0.28,-0.18,0.22,-1.36,
13.805,-1.54,-1.21,0.28,-0.18,0.21,-1.35,
13.807,-1.54,-1.21,0.28,-0.18,0.19,-1.35,
13.807,-1.57,-1.32,0.19,-0.18,0.19,-1.35,
13.811,-1.57,-1.32,0.19,-0.18,0.18,-1.34,
13.812,-1.57,-1.32,0.19,-0.18,0.17,-1.34,
13.812,-1.59,-1.43,0.07,-0.18,0.17,-1.34,
13.814,-1.59,-1.43,0.07,-0.19,0.16,-1.33,
13.816,-1.60,-1.51,-0.04,-0.19,0.16,-1.33,
13.817,-1.60,-1.51,-0.04,-0.19,0.16,-1.32,
13.819,-1.60,-1.51,-0.04,-0.20,0.16,-1.31,
13.821,-1.62,-1.60,-0.15,-0.20,0.16,-1.31,
13.821,-1.62,-1.60,-0.15,-0.21,0.16,-1.30,
13.825,-1.62,-1.60,-0.15,-0.22,0.17,-1.29,
13.83,-1.62,-1.60,-0.15,-0.23,0.18,-1.28,
13.83,-1.69,-1.70,-0.27,-0.23,0.18,-1.28,
13.831,-1.69,-1.70,-0.27,-0.24,0.19,-1.26,
13.832,-1.69,-1.70,-0.27,-0.25,0.20,-1.24,
13.832,-1.79,-1.75,-0.36,-0.25,0.20,-1.24,
13.835,-1.79,-1.75,-0.36,-0.27,0.22,-1.23,
13.837,-1.92,-1.78,-0.44,-0.27,0.22,-1.23,
13.837,-1.92,-1.78,-0.44,-0.28,0.23,-1.21,
13.838,-1.92,-1.78,-0.44,-0.30,0.25,-1.18,
13.841,-1.92,-1.78,-0.44,-0.31,0.27,-1.16,
13.841,-2.04,-1.78,-0.49,-0.31,0.27,-1.16,
13.844,-2.04,-1.78,-0.49,-0.33,0.29,-1.14,
13.846,-2.15,-1.79,-0.53,-0.33,0.29,-1.14,
13.846,-2.15,-1.79,-0.53,-0.35,0.31,-1.12,
13.849,-2.15,-1.79,-0.53,-0.37,0.33,-1.10,
13.851,-2.22,-1.81,-0.58,-0.37,0.33,-1.10,
13.851,-2.22,-1.81,-0.58,-0.39,0.35,-1.08,
13.854,-2.22,-1.81,-0.58,-0.40,0.37,-1.06,
13.856,-2.28,-1.83,-0.63,-0.40,0.37,-1.06,
13.857,-2.28,-1.83,-0.63,-0.42,0.40,-1.04,
13.858,-2.28,-1.83,-0.63,-0.44,0.42,-1.02,
13.861,-2.31,-1.84,-0.69,-0.44,0.42,-1.02,
13.862,-2.31,-1.84,-0.69,-0.46,0.45,-1.00,
13.862,-2.31,-1.84,-0.69,-0.48,0.47,-0.98,
13.866,-2.31,-1.84,-0.69,-0.50,0.50,-0.97,
13.867,-2.37,-1.87,-0.75,-0.50,0.50,-0.97,
13.868,-2.37,-1.87,-0.75,-0.52,0.52,-0.95,
13.87,-2.39,-1.88,-0.76,-0.52,0.52,-0.95,
13.87,-2.39,-1.88,-0.76,-0.54,0.55,-0.94,
13.873,-2.39,-1.88,-0.76,-0.56,0.57,-0.92,
13.875,-2.39,-1.88,-0.76,-0.58,0.59,-0.91,
13.875,-2.44,-1.89,-0.78,-0.58,0.59,-0.91,
13.878,-2.44,-1.89,-0.78,-0.61,0.64,-0.91,
13.881,-2.44,-1.89,-0.78,-0.64,0.68,-0.90,
13.881,-2.49,-1.93,-0.96,-0.64,0.68,-0.90,
13.884,-2.49,-1.93,-0.96,-0.66,0.69,-0.89,
13.885,-2.49,-1.93,-0.96,-0.69,0.71,-0.88,
13.886,-2.48,-1.94,-1.00,-0.69,0.71,-0.88,
13.887,-2.48,-1.94,-1.00,-0.71,0.72,-0.87,
13.891,-2.48,-1.94,-1.00,-0.72,0.73,-0.86,
13.891,-2.53,-1.99,-0.85,-0.72,0.73,-0.86,
13.892,-2.53,-1.99,-0.85,-0.74,0.73,-0.84,
13.894,-2.60,-2.02,-0.77,-0.74,0.73,-0.84,
13.895,-2.60,-2.02,-0.77,-0.75,0.73,-0.83,
13.897,-2.60,-2.02,-0.77,-0.76,0.73,-0.81,
13.9,-2.62,-2.06,-0.64,-0.76,0.73,-0.81,
13.9,-2.62,-2.06,-0.64,-0.76,0.72,-0.79,
13.902,-2.62,-2.06,-0.64,-0.77,0.71,-0.77,
13.905,-2.62,-2.06,-0.64,-0.78,0.71,-0.75,
13.905,-2.63,-2.11,-0.57,-0.78,0.71,-0.75,
13.907,-2.63,-2.11,-0.57,-0.79,0.71,-0.73,
13.909,-2.63,-2.11,-0.57,-0.80,0.70,-0.71,
13.909,-2.62,-2.19,-0.59,-0.80,0.70,-0.71,
13.912,-2.62,-2.19,-0.59,-0.81,0.70,-0.69,
13.914,-2.62,-2.19,-0.59,-0.82,0.70,-0.67,
13.915,-2.63,-2.29,-0.63,-0.82,0.70,-0.67,
13.916,-2.63,-2.29,-0.63,-0.84,0.70,-0.65,
13.919,-2.62,-2.45,-0.60,-0.84,0.70,-0.65,
13.919,-2.62,-2.45,-0.60,-0.84,0.70,-0.63,
13.922,-2.62,-2.45,-0.60,-0.85,0.70,-0.61,
13.926,-2.59,-2.56,-0.60,-0.85,0.70,-0.61,
13.926,-2.59,-2.56,-0.60,-0.86,0.70,-0.59,
13.926,-2.59,-2.56,-0.60,-0.87,0.71,-0.56,
13.928,-2.53,-2.70,-0.59,-0.87,0.71,-0.56,
13.929,-2.53,-2.70,-0.59,-0.87,0.71,-0.54,
13.93,-2.53,-2.70,-0.59,-0.87,0.71,-0.52,
13.936,-2.53,-2.70,-0.59,-0.87,0.70,-0.50,
13.936,-2.50,-2.81,-0.53,-0.87,0.70,-0.50,
13.936,-2.50,-2.81,-0.53,-0.88,0.70,-0.47,
13.938,-2.50,-2.81,-0.53,-0.87,0.69,-0.45,
13.938,-2.50,-2.86,-0.44,-0.87,0.69,-0.45,
13.942,-2.50,-2.86,-0.44,-0.87,0.69,-0.42,
13.943,-2.51,-2.92,-0.38,-0.87,0.69,-0.42,
13.944,-2.51,-2.92,-0.38,-0.87,0.68,-0.39,
13.945,-2.51,-2.92,-0.38,-0.86,0.67,-0.36,
13.948,-2.53,-2.94,-0.33,-0.86,0.67,-0.36,
13.948,-2.53,-2.94,-0.33,-0.85,0.65,-0.33,
13.95,-2.53,-2.94,-0.33,-0.85,0.64,-0.29,
13.952,-2.55,-2.99,-0.25,-0.85,0.64,-0.29,
13.953,-2.55,-2.99,-0.25,-0.84,0.63,-0.26,
13.954,-2.55,-2.99,-0.25,-0.83,0.61,-0.23,
13.958,-2.55,-2.99,-0.25,-0.81,0.59,-0.19,
13.958,-2.52,-3.01,-0.20,-0.81,0.59,-0.19,
13.96,-2.52,-3.01,-0.20,-0.80,0.57,-0.15,
13.963,-2.52,-3.01,-0.20,-0.79,0.55,-0.12,
13.963,-2.45,-3.07,-0.16,-0.79,0.55,-0.12,
13.964,-2.45,-3.07,-0.16,-0.77,0.52,-0.08,
13.967,-2.36,-3.13,-0.12,-0.77,0.52,-0.08,
13.967,-2.36,-3.13,-0.12,-0.76,0.49,-0.05,
13.97,-2.36,-3.13,-0.12,-0.74,0.46,-0.01,
13.972,-2.20,-3.26,-0.09,-0.74,0.46,-0.01,
13.972,-2.20,-3.26,-0.09,-0.73,0.43,0.03,
13.975,-2.20,-3.26,-0.09,-0.71,0.40,0.06,
13.977,-2.20,-3.26,-0.09,-0.70,0.36,0.10,
13.977,-2.03,-3.43,-0.09,-0.70,0.36,0.10,
13.979,-2.03,-3.43,-0.09,-0.69,0.32,0.13,
13.981,-2.03,-3.43,-0.09,-0.68,0.28,0.17,
13.981,-1.87,-3.57,-0.10,-0.68,0.28,0.17,
13.984,-1.87,-3.57,-0.10,-0.67,0.23,0.20,
13.986,-1.70,-3.73,-0.08,-0.67,0.23,0.20,
13.986,-1.70,-3.73,-0.08,-0.67,0.19,0.24,
13.989,-1.70,-3.73,-0.08,-0.66,0.15,0.27,
13.991,-1.70,-3.73,-0.08,-0.65,0.11,0.32,
13.991,-1.56,-3.83,-0.09,-0.65,0.11,0.32,
13.994,-1.56,-3.83,-0.09,-0.65,0.08,0.35,
13.996,-1.56,-3.83,-0.09,-0.64,0.04,0.39,
13.996,-1.40,-3.90,-0.10,-0.64,0.04,0.39,
13.999,-1.40,-3.90,-0.10,-0.63,0.01,0.43,
14.001,-1.40,-3.90,-0.10,-0.62,-0.02,0.48,
14.001,-1.29,-3.94,-0.12,-0.62,-0.02,0.48,
14.004,-1.29,-3.94,-0.12,-0.62,-0.05,0.52,
14.006,-1.18,-3.97,-0.13,-0.62,-0.05,0.52,
14.006,-1.18,-3.97,-0.13,-0.61,-0.09,0.56,
14.009,-1.18,-3.97,-0.13,-0.60,-0.12,0.60,
14.016,-1.18,-3.97,-0.13,-0.60,-0.15,0.65,
14.017,-1.08,-3.93,-0.13,-0.60,-0.15,0.65,
14.017,-1.08,-3.93,-0.13,-0.60,-0.18,0.69,
14.017,-0.96,-3.93,-0.13,-0.60,-0.18,0.69,
14.017,-0.96,-3.93,-0.13,-0.60,-0.21,0.73,
14.017,-0.96,-3.93,-0.13,-0.60,-0.25,0.77,
14.021,-0.79,-3.93,-0.13,-0.60,-0.25,0.77,
14.021,-0.79,-3.93,-0.13,-0.60,-0.28,0.81,
14.024,-0.79,-3.93,-0.13,-0.60,-0.31,0.85,
14.026,-0.79,-3.93,-0.13,-0.61,-0.34,0.88,
14.026,-0.56,-3.95,-0.15,-0.61,-0.34,0.88,
14.029,-0.56,-3.95,-0.15,-0.61,-0.36,0.92,
14.03,-0.56,-3.95,-0.15,-0.62,-0.38,0.96,
14.03,-0.29,-3.97,-0.20,-0.62,-0.38,0.96,
14.033,-0.29,-3.97,-0.20,-0.63,-0.40,0.99,
14.034,-0.06,-3.97,-0.25,-0.63,-0.40,0.99,
14.035,-0.06,-3.97,-0.25,-0.64,-0.41,1.03,
14.037,-0.06,-3.97,-0.25,-0.65,-0.42,1.07,
14.039,0.05,-3.87,-0.25,-0.65,-0.42,1.07,
14.039,0.05,-3.87,-0.25,-0.66,-0.42,1.10,
14.042,0.05,-3.87,-0.25,-0.67,-0.42,1.14,
14.045,0.08,-3.67,-0.24,-0.67,-0.42,1.14,
14.045,0.08,-3.67,-0.24,-0.67,-0.42,1.18,
14.046,0.08,-3.67,-0.24,-0.68,-0.41,1.22,
14.05,0.08,-3.67,-0.24,-0.68,-0.40,1.26,
14.05,0.01,-3.36,-0.14,-0.68,-0.40,1.26,
14.052,0.01,-3.36,-0.14,-0.68,-0.39,1.30,
14.054,-0.10,-2.95,-0.08,-0.68,-0.39,1.30,
14.054,-0.10,-2.95,-0.08,-0.68,-0.37,1.34,
14.057,-0.10,-2.95,-0.08,-0.68,-0.35,1.38,
14.06,-0.10,-2.95,-0.08,-0.67,-0.33,1.42,
14.06,-0.20,-2.56,-0.01,-0.67,-0.33,1.42,
14.062,-0.20,-2.56,-0.01,-0.66,-0.31,1.45,
14.064,-0.20,-2.56,-0.01,-0.66,-0.28,1.48,
14.064,-0.30,-2.12,0.06,-0.66,-0.28,1.48,
14.067,-0.30,-2.12,0.06,-0.65,-0.25,1.51,
14.069,-0.37,-1.69,0.10,-0.65,-0.25,1.51,
14.07,-0.37,-1.69,0.10,-0.64,-0.22,1.54,
14.071,-0.37,-1.69,0.10,-0.63,-0.19,1.56,
14.074,-0.37,-1.69,0.10,-0.62,-0.15,1.58,
14.074,-0.41,-1.28,0.11,-0.62,-0.15,1.58,
14.076,-0.41,-1.28,0.11,-0.61,-0.12,1.59,
14.078,-0.41,-1.28,0.11,-0.60,-0.08,1.61,
14.079,-0.43,-0.85,0.07,-0.60,-0.08,1.61,
14.081,-0.43,-0.85,0.07,-0.59,-0.04,1.62,
14.084,-0.47,-0.43,0.01,-0.59,-0.04,1.62,
14.084,-0.47,-0.43,0.01,-0.58,-0.00,1.62,
14.085,-0.47,-0.43,0.01,-0.58,0.04,1.62,
14.089,-0.49,-0.03,-0.08,-0.58,0.04,1.62,
14.089,-0.49,-0.03,-0.08,-0.57,0.07,1.62,
14.09,-0.49,-0.03,-0.08,-0.57,0.11,1.62,
14.093,-0.49,-0.03,-0.08,-0.56,0.15,1.61,
14.093,-0.50,0.35,-0.12,-0.56,0.15,1.61,
14.096,-0.50,0.35,-0.12,-0.56,0.19,1.60,
14.098,-0.50,0.35,-0.12,-0.55,0.23,1.59,
14.098,-0.52,0.73,-0.17,-0.55,0.23,1.59,
14.101,-0.52,0.73,-0.17,-0.54,0.26,1.57,
14.102,-0.58,1.12,-0.22,-0.54,0.26,1.57,
14.103,-0.58,1.12,-0.22,-0.54,0.30,1.55,
14.106,-0.58,1.12,-0.22,-0.53,0.33,1.54,
14.107,-0.58,1.12,-0.22,-0.52,0.36,1.52,
14.107,-0.63,1.46,-0.23,-0.52,0.36,1.52,
14.114,-0.63,1.46,-0.23,-0.51,0.38,1.50,
14.114,-0.75,1.79,-0.22,-0.51,0.38,1.50,
14.115,-0.75,1.79,-0.22,-0.50,0.41,1.48,
14.115,-0.75,1.79,-0.22,-0.49,0.43,1.46,
14.118,-0.87,2.07,-0.20,-0.49,0.43,1.46,
14.118,-0.87,2.07,-0.20,-0.48,0.45,1.44,
14.119,-0.87,2.07,-0.20,-0.46,0.46,1.42,
14.122,-0.97,2.30,-0.18,-0.46,0.46,1.42,
14.123,-0.97,2.30,-0.18,-0.45,0.48,1.40,
14.124,-0.97,2.30,-0.18,-0.43,0.49,1.37,
14.136,-1.06,2.47,-0.18,-0.43,0.49,1.37,
14.137,-1.06,2.47,-0.18,-0.41,0.49,1.35,
14.137,-1.06,2.47,-0.18,-0.39,0.50,1.33,
14.137,-1.06,2.47,-0.18,-0.37,0.50,1.31,
14.137,-1.12,2.60,-0.20,-0.37,0.50,1.31,
14.137,-1.12,2.60,-0.20,-0.35,0.50,1.28,
14.137,-1.06,2.63,-0.26,-0.35,0.50,1.28,
14.137,-1.06,2.63,-0.26,-0.33,0.50,1.25,
14.138,-1.06,2.63,-0.26,-0.31,0.50,1.23,
14.143,-0.92,2.65,-0.35,-0.31,0.50,1.23,
14.144,-0.92,2.65,-0.35,-0.29,0.50,1.19,
14.144,-0.92,2.65,-0.35,-0.27,0.49,1.16,
14.147,-0.72,2.59,-0.43,-0.27,0.49,1.16,
14.147,-0.72,2.59,-0.43,-0.25,0.49,1.13,
14.148,-0.72,2.59,-0.43,-0.23,0.48,1.09,
14.151,-0.72,2.59,-0.43,-0.22,0.46,1.05,
14.151,-0.52,2.53,-0.47,-0.22,0.46,1.05,
14.154,-0.52,2.53,-0.47,-0.20,0.44,1.02,
14.156,-0.35,2.48,-0.48,-0.20,0.44,1.02,
14.157,-0.35,2.48,-0.48,-0.18,0.42,0.98,
14.159,-0.35,2.48,-0.48,-0.16,0.39,0.94,
14.162,-0.23,2.37,-0.49,-0.16,0.39,0.94,
14.162,-0.23,2.37,-0.49,-0.14,0.36,0.91,
14.163,-0.23,2.37,-0.49,-0.12,0.33,0.87,
14.167,-0.10,2.25,-0.56,-0.12,0.33,0.87,
14.167,-0.10,2.25,-0.56,-0.11,0.30,0.83,
14.168,-0.10,2.25,-0.56,-0.09,0.26,0.80,
14.171,-0.10,2.25,-0.56,-0.08,0.22,0.77,
14.171,-0.01,2.12,-0.58,-0.08,0.22,0.77,
14.173,-0.01,2.12,-0.58,-0.07,0.17,0.74,
14.176,-0.01,2.12,-0.58,-0.07,0.12,0.70,
14.176,0.13,1.93,-0.60,-0.07,0.12,0.70,
14.177,0.13,1.93,-0.60,-0.06,0.07,0.67,
14.181,0.13,1.93,-0.60,-0.07,0.05,0.63,
14.181,0.28,1.75,-0.66,-0.07,0.05,0.63,
14.183,0.28,1.75,-0.66,-0.08,0.01,0.60,
14.186,0.28,1.75,-0.66,-0.09,-0.05,0.57,
14.186,0.45,1.45,-0.98,-0.09,-0.05,0.57,
14.187,0.45,1.45,-0.98,-0.09,-0.10,0.54,
14.191,0.62,1.23,-0.87,-0.09,-0.10,0.54,
