
time,ax,ay,az,wx,wy,wz,
12.261,0.93,-0.46,0.14,-0.21,0.02,0.36,
12.264,0.93,-0.46,0.14,-0.24,0.11,0.35,
12.264,1.16,-0.40,-0.19,-0.24,0.11,0.35,
12.266,1.16,-0.40,-0.19,-0.26,0.20,0.34,
12.268,1.16,-0.40,-0.19,-0.30,0.31,0.33,
12.268,1.31,-0.33,-0.53,-0.30,0.31,0.33,
12.27,1.31,-0.33,-0.53,-0.33,0.42,0.32,
12.273,1.41,-0.26,-0.80,-0.33,0.42,0.32,
12.273,1.41,-0.26,-0.80,-0.37,0.55,0.30,
12.276,1.41,-0.26,-0.80,-0.40,0.67,0.29,
12.278,1.43,-0.12,-1.02,-0.40,0.67,0.29,
12.278,1.43,-0.12,-1.02,-0.44,0.81,0.28,
12.281,1.43,-0.12,-1.02,-0.48,0.94,0.27,
12.283,1.43,-0.12,-1.02,-0.52,1.08,0.25,
12.283,1.44,0.03,-1.16,-0.52,1.08,0.25,
12.286,1.44,0.03,-1.16,-0.55,1.22,0.24,
12.287,1.44,0.03,-1.16,-0.58,1.35,0.22,
12.288,1.40,0.21,-1.19,-0.58,1.35,0.22,
12.29,1.40,0.21,-1.19,-0.61,1.48,0.20,
12.292,1.35,0.36,-1.12,-0.61,1.48,0.20,
12.292,1.35,0.36,-1.12,-0.64,1.61,0.19,
12.296,1.35,0.36,-1.12,-0.66,1.71,0.17,
12.297,1.35,0.36,-1.12,-0.68,1.81,0.15,
12.297,1.29,0.46,-0.91,-0.68,1.81,0.15,
12.299,1.29,0.46,-0.91,-0.69,1.89,0.14,
12.302,1.20,0.50,-0.56,-0.69,1.89,0.14,
12.302,1.20,0.50,-0.56,-0.70,1.96,0.12,
12.304,1.20,0.50,-0.56,-0.70,2.02,0.10,
12.307,1.11,0.54,-0.22,-0.70,2.02,0.10,
12.307,1.11,0.54,-0.22,-0.70,2.06,0.08,
12.309,1.11,0.54,-0.22,-0.70,2.08,0.05,
12.313,1.11,0.54,-0.22,-0.69,2.09,0.03,
12.314,0.96,0.60,0.16,-0.69,2.09,0.03,
12.314,0.96,0.60,0.16,-0.67,2.08,0.00,
12.317,0.96,0.60,0.16,-0.65,2.05,-0.02,
12.317,0.81,0.62,0.52,-0.65,2.05,-0.02,
12.319,0.81,0.62,0.52,-0.62,2.00,-0.05,
12.322,0.81,0.62,0.52,-0.59,1.93,-0.08,
12.322,0.58,0.56,0.91,-0.59,1.93,-0.08,
12.324,0.58,0.56,0.91,-0.56,1.84,-0.10,
12.326,0.58,0.56,0.91,-0.52,1.73,-0.12,
12.327,0.23,0.48,1.30,-0.52,1.73,-0.12,
12.332,0.23,0.48,1.30,-0.47,1.59,-0.15,
12.333,0.23,0.48,1.30,-0.42,1.43,-0.16,
12.333,-0.16,0.45,1.72,-0.42,1.43,-0.16,
12.333,-0.16,0.45,1.72,-0.37,1.26,-0.18,
12.336,-0.56,0.46,2.11,-0.37,1.26,-0.18,
12.336,-0.56,0.46,2.11,-0.30,1.07,-0.19,
12.338,-0.56,0.46,2.11,-0.24,0.85,-0.20,
12.341,-0.89,0.48,2.51,-0.24,0.85,-0.20,
12.341,-0.89,0.48,2.51,-0.17,0.63,-0.20,
12.343,-0.89,0.48,2.51,-0.09,0.39,-0.20,
12.347,-1.21,0.46,2.83,-0.09,0.39,-0.20,
12.347,-1.21,0.46,2.83,-0.01,0.13,-0.20,
12.348,-1.21,0.46,2.83,0.08,-0.13,-0.20,
12.35,-1.21,0.46,2.83,0.16,-0.40,-0.19,
12.351,-1.48,0.46,3.12,0.16,-0.40,-0.19,
12.353,-1.48,0.46,3.12,0.26,-0.67,-0.18,
12.355,-1.48,0.46,3.12,0.35,-0.95,-0.17,
12.355,-1.68,0.44,3.34,0.35,-0.95,-0.17,
12.358,-1.68,0.44,3.34,0.45,-1.22,-0.16,
12.363,-1.83,0.42,3.46,0.45,-1.22,-0.16,
12.364,-1.83,0.42,3.46,0.54,-1.49,-0.14,
12.364,-1.83,0.42,3.46,0.64,-1.75,-0.13,
12.365,-1.87,0.36,3.44,0.64,-1.75,-0.13,
12.365,-1.87,0.36,3.44,0.74,-2.01,-0.12,
12.367,-1.87,0.36,3.44,0.84,-2.25,-0.11,
12.369,-1.88,0.23,3.29,0.84,-2.25,-0.11,
12.37,-1.88,0.23,3.29,0.93,-2.47,-0.10,
12.372,-1.88,0.23,3.29,1.02,-2.68,-0.09,
12.376,-1.88,-0.00,2.99,1.02,-2.68,-0.09,
12.376,-1.88,-0.00,2.99,1.10,-2.87,-0.09,
12.377,-1.88,-0.00,2.99,1.18,-3.05,-0.09,
12.38,-1.88,-0.00,2.99,1.25,-3.21,-0.08,
12.381,-1.90,-0.23,2.55,1.25,-3.21,-0.08,
12.383,-1.90,-0.23,2.55,1.32,-3.36,-0.08,
12.384,-1.95,-0.43,2.13,1.32,-3.36,-0.08,
12.384,-1.95,-0.43,2.13,1.38,-3.50,-0.08,
12.387,-1.95,-0.43,2.13,1.43,-3.64,-0.07,
12.389,-1.95,-0.43,2.13,1.48,-3.76,-0.06,
12.389,-2.02,-0.63,1.80,1.48,-3.76,-0.06,
12.391,-2.02,-0.63,1.80,1.52,-3.88,-0.04,
12.394,-2.02,-0.63,1.80,1.56,-3.98,-0.02,
12.394,-2.11,-0.69,1.53,1.56,-3.98,-0.02,
12.397,-2.11,-0.69,1.53,1.58,-4.07,0.00,
12.399,-2.13,-0.61,1.26,1.58,-4.07,0.00,
12.399,-2.13,-0.61,1.26,1.61,-4.15,0.03,
12.402,-2.13,-0.61,1.26,1.63,-4.20,0.06,
12.404,-2.13,-0.61,1.26,1.64,-4.23,0.09,
12.404,-1.99,-0.41,0.96,1.64,-4.23,0.09,
12.406,-1.99,-0.41,0.96,1.64,-4.23,0.13,
12.409,-1.99,-0.41,0.96,1.64,-4.21,0.16,
12.409,-1.70,-0.19,0.59,1.64,-4.21,0.16,
12.411,-1.70,-0.19,0.59,1.64,-4.15,0.19,
12.416,-1.19,0.00,0.08,1.64,-4.15,0.19,
12.417,-1.19,0.00,0.08,1.63,-4.07,0.21,
12.417,-1.19,0.00,0.08,1.61,-3.95,0.23,
12.418,-0.54,-0.02,-0.55,1.61,-3.95,0.23,
12.419,-0.54,-0.02,-0.55,1.59,-3.80,0.25,
12.421,-0.54,-0.02,-0.55,1.55,-3.63,0.25,
12.423,0.05,-0.17,-1.28,1.55,-3.63,0.25,
12.423,0.05,-0.17,-1.28,1.51,-3.42,0.26,
12.426,0.05,-0.17,-1.28,1.46,-3.19,0.26,
12.428,0.05,-0.17,-1.28,1.40,-2.93,0.25,
12.428,0.56,-0.29,-2.08,1.40,-2.93,0.25,
12.43,0.56,-0.29,-2.08,1.33,-2.67,0.25,
12.432,0.93,-0.35,-2.75,1.33,-2.67,0.25,
12.433,0.93,-0.35,-2.75,1.24,-2.39,0.25,
12.435,0.93,-0.35,-2.75,1.15,-2.11,0.24,
12.438,0.93,-0.35,-2.75,1.05,-1.81,0.24,
12.438,1.25,-0.32,-3.21,1.05,-1.81,0.24,
12.44,1.25,-0.32,-3.21,0.95,-1.51,0.23,
12.443,1.47,-0.32,-3.61,0.95,-1.51,0.23,
12.443,1.47,-0.32,-3.61,0.83,-1.21,0.22,
12.446,1.47,-0.32,-3.61,0.72,-0.90,0.22,
12.447,1.68,-0.31,-3.92,0.72,-0.90,0.22,
12.448,1.68,-0.31,-3.92,0.60,-0.60,0.21,
12.449,1.68,-0.31,-3.92,0.48,-0.31,0.20,
12.452,1.68,-0.31,-3.92,0.36,-0.02,0.18,
12.453,1.79,-0.35,-3.98,0.36,-0.02,0.18,
12.454,1.79,-0.35,-3.98,0.24,0.25,0.17,
12.457,1.85,-0.36,-3.82,0.24,0.25,0.17,
12.457,1.85,-0.36,-3.82,0.12,0.50,0.15,
12.459,1.85,-0.36,-3.82,0.01,0.73,0.13,
12.462,1.85,-0.36,-3.82,-0.09,0.95,0.11,
12.463,1.89,-0.33,-3.49,-0.09,0.95,0.11,
12.466,1.89,-0.33,-3.49,-0.18,1.14,0.09,
12.467,1.89,-0.33,-3.49,-0.27,1.31,0.07,
12.467,1.85,-0.20,-2.98,-0.27,1.31,0.07,
12.469,1.85,-0.20,-2.98,-0.34,1.48,0.04,
12.471,1.75,-0.02,-2.36,-0.34,1.48,0.04,
12.472,1.75,-0.02,-2.36,-0.41,1.62,0.01,
12.474,1.75,-0.02,-2.36,-0.46,1.76,-0.02,
12.476,1.75,-0.02,-2.36,-0.51,1.89,-0.06,
12.477,1.60,0.17,-1.82,-0.51,1.89,-0.06,
12.479,1.60,0.17,-1.82,-0.55,2.00,-0.09,
12.483,1.60,0.17,-1.82,-0.58,2.10,-0.13,
12.483,1.41,0.27,-1.35,-0.58,2.10,-0.13,
12.483,1.41,0.27,-1.35,-0.60,2.18,-0.16,
12.486,1.18,0.33,-0.88,-0.60,2.18,-0.16,
12.486,1.18,0.33,-0.88,-0.62,2.25,-0.20,
12.488,1.18,0.33,-0.88,-0.63,2.30,-0.23,
12.491,0.95,0.32,-0.43,-0.63,2.30,-0.23,
12.491,0.95,0.32,-0.43,-0.63,2.32,-0.27,
12.494,0.95,0.32,-0.43,-0.62,2.34,-0.30,
12.496,0.95,0.32,-0.43,-0.61,2.33,-0.33,
12.496,0.65,0.21,-0.02,-0.61,2.33,-0.33,
12.498,0.65,0.21,-0.02,-0.60,2.30,-0.37,
12.501,0.65,0.21,-0.02,-0.58,2.25,-0.39,
12.501,0.32,0.07,0.35,-0.58,2.25,-0.39,
12.503,0.32,0.07,0.35,-0.55,2.16,-0.42,
12.505,0.01,-0.14,0.84,-0.55,2.16,-0.42,
12.505,0.01,-0.14,0.84,-0.51,2.05,-0.44,
12.508,0.01,-0.14,0.84,-0.47,1.91,-0.46,
12.511,-0.41,-0.28,1.51,-0.47,1.91,-0.46,
12.511,-0.41,-0.28,1.51,-0.42,1.75,-0.48,
12.513,-0.41,-0.28,1.51,-0.36,1.56,-0.49,
12.515,-0.41,-0.28,1.51,-0.30,1.36,-0.50,
12.515,-0.77,-0.36,2.02,-0.30,1.36,-0.50,
12.517,-0.77,-0.36,2.02,-0.23,1.14,-0.50,
12.52,-1.13,-0.37,2.56,-0.23,1.14,-0.50,
12.52,-1.13,-0.37,2.56,-0.15,0.90,-0.50,
12.522,-1.13,-0.37,2.56,-0.07,0.64,-0.50,
12.525,-1.45,-0.32,3.03,-0.07,0.64,-0.50,
12.525,-1.45,-0.32,3.03,0.01,0.38,-0.49,
12.529,-1.45,-0.32,3.03,0.10,0.12,-0.48,
12.529,-1.71,-0.29,3.35,0.10,0.12,-0.48,
12.53,-1.71,-0.29,3.35,0.19,-0.16,-0.47,
12.532,-1.71,-0.29,3.35,0.28,-0.43,-0.45,
12.534,-1.93,-0.32,3.48,0.28,-0.43,-0.45,
12.534,-1.93,-0.32,3.48,0.37,-0.70,-0.44,
12.537,-1.93,-0.32,3.48,0.47,-0.97,-0.42,
12.539,-1.93,-0.32,3.48,0.55,-1.23,-0.40,
12.54,-2.10,-0.42,3.47,0.55,-1.23,-0.40,
12.545,-2.10,-0.42,3.47,0.64,-1.47,-0.38,
12.545,-2.29,-0.51,3.27,0.64,-1.47,-0.38,
12.545,-2.29,-0.51,3.27,0.72,-1.71,-0.36,
12.548,-2.29,-0.51,3.27,0.79,-1.92,-0.34,
12.549,-2.29,-0.51,3.27,0.86,-2.12,-0.32,
12.549,-2.38,-0.67,2.94,0.86,-2.12,-0.32,
12.551,-2.38,-0.67,2.94,0.92,-2.30,-0.31,
12.554,-2.40,-0.83,2.46,0.92,-2.30,-0.31,
12.554,-2.40,-0.83,2.46,0.97,-2.47,-0.29,
12.556,-2.40,-0.83,2.46,1.01,-2.62,-0.27,
12.559,-2.40,-0.83,2.46,1.05,-2.76,-0.25,
12.559,-2.38,-0.96,2.05,1.05,-2.76,-0.25,
12.563,-2.38,-0.96,2.05,1.08,-2.89,-0.23,
12.563,-2.27,-1.01,1.72,1.08,-2.89,-0.23,
12.564,-2.27,-1.01,1.72,1.10,-3.01,-0.20,
12.566,-2.27,-1.01,1.72,1.12,-3.10,-0.17,
12.568,-2.06,-1.02,1.41,1.12,-3.10,-0.17,
12.569,-2.06,-1.02,1.41,1.12,-3.18,-0.14,
12.571,-2.06,-1.02,1.41,1.13,-3.24,-0.11,
12.573,-2.06,-1.02,1.41,1.12,-3.27,-0.08,
12.574,-1.76,-0.98,1.08,1.12,-3.27,-0.08,
12.576,-1.76,-0.98,1.08,1.11,-3.28,-0.05,
12.579,-1.76,-0.98,1.08,1.10,-3.27,-0.03,
12.579,-1.32,-0.99,0.72,1.10,-3.27,-0.03,
12.581,-1.32,-0.99,0.72,1.08,-3.23,-0.01,
12.583,-1.32,-0.99,0.72,1.05,-3.16,0.00,
12.583,-0.88,-1.09,0.30,1.05,-3.16,0.00,
12.585,-0.88,-1.09,0.30,1.02,-3.08,0.01,
12.588,-0.88,-1.09,0.30,0.98,-2.96,0.02,
12.588,-0.47,-1.22,-0.24,0.98,-2.96,0.02,
12.59,-0.47,-1.22,-0.24,0.93,-2.83,0.03,
12.593,-0.16,-1.35,-0.75,0.93,-2.83,0.03,
12.593,-0.16,-1.35,-0.75,0.88,-2.68,0.04,
12.595,-0.16,-1.35,-0.75,0.81,-2.52,0.05,
12.597,-0.16,-1.35,-0.75,0.75,-2.34,0.06,
12.598,0.08,-1.33,-1.21,0.75,-2.34,0.06,
12.6,0.08,-1.33,-1.21,0.67,-2.14,0.06,
12.602,0.26,-1.29,-1.62,0.67,-2.14,0.06,
12.603,0.26,-1.29,-1.62,0.59,-1.93,0.08,
12.605,0.26,-1.29,-1.62,0.51,-1.71,0.09,
12.607,0.39,-1.24,-2.00,0.51,-1.71,0.09,
12.607,0.39,-1.24,-2.00,0.42,-1.48,0.10,
12.61,0.39,-1.24,-2.00,0.34,-1.24,0.11,
12.612,0.39,-1.24,-2.00,0.25,-1.00,0.12,
12.615,0.39,-1.24,-2.00,0.16,-0.75,0.13,
12.615,0.52,-1.20,-2.28,0.16,-0.75,0.13,
12.618,0.64,-1.19,-2.37,0.16,-0.75,0.13,
12.618,0.64,-1.19,-2.37,0.08,-0.51,0.14,
12.619,0.64,-1.19,-2.37,-0.01,-0.27,0.15,
12.622,0.64,-1.19,-2.37,-0.09,-0.03,0.16,
12.622,0.76,-1.14,-2.36,-0.09,-0.03,0.16,
12.624,0.76,-1.14,-2.36,-0.17,0.19,0.17,
12.627,0.76,-1.14,-2.36,-0.24,0.41,0.18,
12.627,0.90,-1.10,-2.16,-0.24,0.41,0.18,
12.632,0.90,-1.10,-2.16,-0.30,0.60,0.18,
12.633,1.01,-1.02,-1.78,-0.30,0.60,0.18,
12.633,1.01,-1.02,-1.78,-0.36,0.78,0.19,
12.634,1.01,-1.02,-1.78,-0.42,0.96,0.19,
12.636,1.01,-1.02,-1.78,-0.46,1.11,0.19,
12.637,1.08,-0.95,-1.28,-0.46,1.11,0.19,
12.639,1.08,-0.95,-1.28,-0.50,1.25,0.18,
12.642,1.09,-0.86,-0.79,-0.50,1.25,0.18,
12.642,1.09,-0.86,-0.79,-0.53,1.39,0.18,
12.644,1.09,-0.86,-0.79,-0.55,1.50,0.17,
12.646,1.09,-0.86,-0.79,-0.57,1.61,0.16,
12.646,1.02,-0.77,-0.35,-0.57,1.61,0.16,
12.648,1.02,-0.77,-0.35,-0.58,1.70,0.15,
12.651,0.93,-0.66,0.06,-0.58,1.70,0.15,
12.651,0.93,-0.66,0.06,-0.58,1.78,0.14,
12.653,0.93,-0.66,0.06,-0.58,1.83,0.12,
12.655,0.93,-0.66,0.06,-0.58,1.88,0.11,
12.656,0.79,-0.58,0.45,-0.58,1.88,0.11,
12.659,0.79,-0.58,0.45,-0.57,1.91,0.10,
12.662,0.79,-0.58,0.45,-0.55,1.92,0.08,
12.662,0.64,-0.51,0.79,-0.55,1.92,0.08,
12.664,0.64,-0.51,0.79,-0.53,1.92,0.06,
12.665,0.49,-0.47,1.10,-0.53,1.92,0.06,
12.666,0.49,-0.47,1.10,-0.50,1.89,0.05,
12.668,0.49,-0.47,1.10,-0.47,1.85,0.03,
12.67,0.28,-0.42,1.43,-0.47,1.85,0.03,
12.67,0.28,-0.42,1.43,-0.43,1.78,0.02,
12.673,0.28,-0.42,1.43,-0.38,1.69,0.01,
12.675,-0.01,-0.36,1.80,-0.38,1.69,0.01,
12.676,-0.01,-0.36,1.80,-0.33,1.58,0.00,
12.678,-0.01,-0.36,1.80,-0.28,1.45,-0.01,
12.68,-0.31,-0.19,2.24,-0.28,1.45,-0.01,
12.68,-0.31,-0.19,2.24,-0.21,1.30,-0.01,
12.683,-0.31,-0.19,2.24,-0.15,1.14,-0.01,
12.685,-0.58,-0.02,2.66,-0.15,1.14,-0.01,
12.686,-0.58,-0.02,2.66,-0.07,0.96,-0.01,
12.687,-0.58,-0.02,2.66,0.00,0.77,-0.01,
12.69,-0.58,-0.02,2.66,0.08,0.56,-0.01,
12.69,-0.77,0.17,3.03,0.08,0.56,-0.01,
12.692,-0.77,0.17,3.03,0.16,0.35,-0.01,
12.695,-0.77,0.17,3.03,0.25,0.14,-0.01,
12.696,-0.89,0.34,3.23,0.25,0.14,-0.01,
12.697,-0.89,0.34,3.23,0.33,-0.08,-0.01,
12.699,-0.98,0.50,3.31,0.33,-0.08,-0.01,
12.7,-0.98,0.50,3.31,0.42,-0.29,-0.01,
12.702,-0.98,0.50,3.31,0.51,-0.50,-0.02,
12.704,-1.01,0.65,3.24,0.51,-0.50,-0.02,
12.704,-1.01,0.65,3.24,0.59,-0.70,-0.02,
12.706,-1.01,0.65,3.24,0.68,-0.90,-0.03,
12.709,-1.02,0.74,3.03,0.68,-0.90,-0.03,
12.709,-1.02,0.74,3.03,0.76,-1.08,-0.04,
12.713,-1.02,0.74,3.03,0.83,-1.25,-0.05,
12.714,-1.03,0.78,2.69,0.83,-1.25,-0.05,
12.715,-1.03,0.78,2.69,0.91,-1.41,-0.07,
12.718,-1.03,0.78,2.69,0.97,-1.54,-0.08,
12.719,-1.05,0.78,2.20,0.97,-1.54,-0.08,
12.719,-1.05,0.78,2.20,1.03,-1.66,-0.10,
12.722,-1.05,0.78,2.20,1.08,-1.77,-0.12,
12.723,-1.09,0.75,1.68,1.08,-1.77,-0.12,
12.724,-1.09,0.75,1.68,1.13,-1.87,-0.14,
12.727,-1.09,0.75,1.68,1.16,-1.97,-0.16,
12.732,-1.16,0.72,1.33,1.16,-1.97,-0.16,
12.732,-1.16,0.72,1.33,1.19,-2.06,-0.17,
12.732,-1.16,0.72,1.33,1.21,-2.15,-0.18,
12.733,-1.25,0.80,1.05,1.21,-2.15,-0.18,
12.733,-1.25,0.80,1.05,1.23,-2.22,-0.18,
12.735,-1.25,0.80,1.05,1.23,-2.28,-0.18,
12.738,-1.33,0.94,0.75,1.23,-2.28,-0.18,
12.738,-1.33,0.94,0.75,1.22,-2.33,-0.17,
12.74,-1.33,0.94,0.75,1.21,-2.37,-0.17,
12.743,-1.25,1.06,0.39,1.21,-2.37,-0.17,
12.743,-1.25,1.06,0.39,1.20,-2.38,-0.16,
12.747,-1.25,1.06,0.39,1.18,-2.38,-0.16,
12.747,-1.25,1.06,0.39,1.15,-2.35,-0.16,
12.748,-1.12,1.05,0.00,1.15,-2.35,-0.16,
12.75,-1.12,1.05,0.00,1.12,-2.29,-0.16,
12.752,-0.93,0.95,-0.53,1.12,-2.29,-0.16,
12.752,-0.93,0.95,-0.53,1.08,-2.22,-0.16,
12.755,-0.93,0.95,-0.53,1.04,-2.13,-0.16,
12.757,-0.93,0.95,-0.53,1.00,-2.02,-0.16,
12.757,-0.81,0.87,-1.10,1.00,-2.02,-0.16,
12.76,-0.81,0.87,-1.10,0.94,-1.89,-0.16,
12.763,-0.71,0.83,-1.60,0.94,-1.89,-0.16,
12.763,-0.71,0.83,-1.60,0.88,-1.75,-0.16,
12.764,-0.71,0.83,-1.60,0.82,-1.60,-0.16,
12.767,-0.71,0.83,-1.60,0.75,-1.43,-0.15,
12.767,-0.62,0.80,-2.05,0.75,-1.43,-0.15,
12.769,-0.62,0.80,-2.05,0.68,-1.26,-0.15,
12.772,-0.54,0.79,-2.41,0.68,-1.26,-0.15,
12.772,-0.54,0.79,-2.41,0.59,-1.08,-0.14,
12.775,-0.54,0.79,-2.41,0.51,-0.88,-0.13,
12.777,-0.42,0.74,-2.72,0.51,-0.88,-0.13,
12.777,-0.42,0.74,-2.72,0.42,-0.69,-0.12,
12.779,-0.42,0.74,-2.72,0.33,-0.49,-0.11,
12.781,-0.32,0.68,-2.94,0.33,-0.49,-0.11,
12.781,-0.32,0.68,-2.94,0.24,-0.29,-0.10,
12.784,-0.32,0.68,-2.94,0.15,-0.09,-0.10,
12.786,-0.22,0.54,-3.04,0.15,-0.09,-0.10,
12.786,-0.22,0.54,-3.04,0.06,0.12,-0.09,
12.788,-0.22,0.54,-3.04,-0.04,0.32,-0.08,
12.791,-0.09,0.38,-3.07,-0.04,0.32,-0.08,
12.791,-0.09,0.38,-3.07,-0.13,0.51,-0.08,
12.793,-0.09,0.38,-3.07,-0.22,0.69,-0.07,
12.796,0.00,0.24,-2.93,-0.22,0.69,-0.07,
12.796,0.00,0.24,-2.93,-0.31,0.86,-0.07,
12.799,0.00,0.24,-2.93,-0.39,1.02,-0.07,
12.801,0.00,0.24,-2.93,-0.47,1.18,-0.07,
12.801,0.06,0.10,-2.69,-0.47,1.18,-0.07,
12.803,0.06,0.10,-2.69,-0.54,1.31,-0.07,
12.806,0.06,0.10,-2.69,-0.61,1.44,-0.07,
12.806,0.10,0.05,-2.33,-0.61,1.44,-0.07,
12.808,0.10,0.05,-2.33,-0.67,1.56,-0.07,
12.811,0.07,-0.05,-1.93,-0.67,1.56,-0.07,
12.811,0.07,-0.05,-1.93,-0.72,1.66,-0.08,
12.813,0.07,-0.05,-1.93,-0.77,1.76,-0.08,
12.815,0.03,-0.13,-1.55,-0.77,1.76,-0.08,
12.815,0.03,-0.13,-1.55,-0.81,1.85,-0.09,
12.818,0.03,-0.13,-1.55,-0.85,1.93,-0.09,
12.82,-0.04,-0.15,-1.17,-0.85,1.93,-0.09,
12.821,-0.04,-0.15,-1.17,-0.88,2.00,-0.10,
12.823,-0.04,-0.15,-1.17,-0.90,2.06,-0.10,
12.825,-0.04,-0.15,-1.17,-0.91,2.10,-0.10,
12.826,-0.14,-0.21,-0.82,-0.91,2.10,-0.10,
12.828,-0.14,-0.21,-0.82,-0.92,2.14,-0.10,
12.83,-0.29,-0.28,-0.46,-0.92,2.14,-0.10,
12.83,-0.29,-0.28,-0.46,-0.93,2.17,-0.10,
12.832,-0.29,-0.28,-0.46,-0.93,2.18,-0.10,
12.835,-0.45,-0.39,-0.15,-0.93,2.18,-0.10,
12.835,-0.45,-0.39,-0.15,-0.93,2.18,-0.09,
12.837,-0.45,-0.39,-0.15,-0.92,2.17,-0.09,
12.84,-0.59,-0.48,0.15,-0.92,2.17,-0.09,
12.84,-0.59,-0.48,0.15,-0.91,2.14,-0.08,
12.842,-0.59,-0.48,0.15,-0.90,2.09,-0.07,
12.845,-0.59,-0.48,0.15,-0.88,2.04,-0.06,
12.845,-0.76,-0.53,0.49,-0.88,2.04,-0.06,
12.847,-0.76,-0.53,0.49,-0.86,1.97,-0.05,
12.849,-0.76,-0.53,0.49,-0.84,1.89,-0.04,
12.85,-0.89,-0.59,0.81,-0.84,1.89,-0.04,
12.852,-0.89,-0.59,0.81,-0.82,1.80,-0.02,
12.854,-1.01,-0.61,1.08,-0.82,1.80,-0.02,
12.855,-1.01,-0.61,1.08,-0.79,1.70,-0.01,
12.857,-1.01,-0.61,1.08,-0.76,1.60,0.01,
12.859,-1.01,-0.61,1.08,-0.72,1.49,0.02,
12.86,-1.09,-0.60,1.29,-0.72,1.49,0.02,
12.862,-1.09,-0.60,1.29,-0.69,1.37,0.03,
12.867,-1.12,-0.57,1.50,-0.69,1.37,0.03,
12.867,-1.12,-0.57,1.50,-0.66,1.25,0.04,
12.867,-1.12,-0.57,1.50,-0.62,1.13,0.05,
12.869,-1.11,-0.55,1.62,-0.62,1.13,0.05,
12.869,-1.11,-0.55,1.62,-0.58,1.00,0.06,
12.871,-1.11,-0.55,1.62,-0.54,0.88,0.06,
12.873,-1.03,-0.55,1.71,-0.54,0.88,0.06,
12.874,-1.03,-0.55,1.71,-0.51,0.77,0.07,
12.876,-1.03,-0.55,1.71,-0.47,0.65,0.06,
12.879,-0.91,-0.55,1.71,-0.47,0.65,0.06,
12.879,-0.91,-0.55,1.71,-0.44,0.54,0.06,
12.881,-0.91,-0.55,1.71,-0.41,0.44,0.06,
12.883,-0.76,-0.58,1.64,-0.41,0.44,0.06,
12.884,-0.76,-0.58,1.64,-0.38,0.34,0.06,
12.886,-0.76,-0.58,1.64,-0.35,0.25,0.05,
12.888,-0.62,-0.58,1.56,-0.35,0.25,0.05,
12.888,-0.62,-0.58,1.56,-0.33,0.17,0.05,
12.89,-0.62,-0.58,1.56,-0.30,0.10,0.05,
12.893,-0.62,-0.58,1.56,-0.29,0.05,0.04,
12.893,-0.52,-0.56,1.44,-0.29,0.05,0.04,
12.896,-0.52,-0.56,1.44,-0.27,0.00,0.04,
12.898,-0.52,-0.56,1.44,-0.26,-0.03,0.04,
12.9,-0.43,-0.53,1.20,-0.26,-0.03,0.04,
12.9,-0.43,-0.53,1.20,-0.25,-0.06,0.05,
12.904,-0.43,-0.53,1.20,-0.25,-0.07,0.06,
12.904,-0.36,-0.50,0.93,-0.25,-0.07,0.06,
12.906,-0.36,-0.50,0.93,-0.25,-0.06,0.07,
12.908,-0.32,-0.43,0.68,-0.25,-0.06,0.07,
12.908,-0.32,-0.43,0.68,-0.25,-0.05,0.08,
12.91,-0.32,-0.43,0.68,-0.26,-0.02,0.09,
12.915,-0.27,-0.31,0.42,-0.26,-0.02,0.09,
12.915,-0.27,-0.31,0.42,-0.28,0.02,0.11,
12.916,-0.27,-0.31,0.42,-0.29,0.08,0.12,
12.917,-0.27,-0.31,0.42,-0.31,0.15,0.14,
12.917,-0.18,-0.22,0.12,-0.31,0.15,0.14,
12.92,-0.18,-0.22,0.12,-0.34,0.23,0.15,
12.922,-0.18,-0.22,0.12,-0.36,0.33,0.16,
12.922,-0.05,-0.18,-0.19,-0.36,0.33,0.16,
12.926,-0.05,-0.18,-0.19,-0.39,0.43,0.18,
12.927,-0.05,-0.18,-0.19,-0.42,0.54,0.19,
12.927,0.04,-0.19,-0.45,-0.42,0.54,0.19,
12.929,0.04,-0.19,-0.45,-0.45,0.66,0.20,
12.932,0.17,-0.19,-0.68,-0.45,0.66,0.20,
12.932,0.17,-0.19,-0.68,-0.49,0.78,0.20,
12.934,0.17,-0.19,-0.68,-0.53,0.91,0.21,
12.937,0.17,-0.19,-0.68,-0.57,1.03,0.21,
12.937,0.25,-0.18,-0.84,-0.57,1.03,0.21,
12.939,0.25,-0.18,-0.84,-0.61,1.16,0.21,
12.941,0.25,-0.18,-0.84,-0.65,1.29,0.21,
12.942,0.33,-0.21,-0.93,-0.65,1.29,0.21,
12.945,0.33,-0.21,-0.93,-0.69,1.41,0.21,
12.946,0.33,-0.21,-0.93,-0.73,1.53,0.21,
12.947,0.36,-0.21,-0.89,-0.73,1.53,0.21,
12.949,0.36,-0.21,-0.89,-0.77,1.64,0.20,
12.951,0.38,-0.22,-0.77,-0.77,1.64,0.20,
12.952,0.38,-0.22,-0.77,-0.80,1.74,0.19,
12.954,0.38,-0.22,-0.77,-0.83,1.84,0.19,
12.956,0.38,-0.22,-0.77,-0.86,1.93,0.18,
12.957,0.40,-0.20,-0.55,-0.86,1.93,0.18,
12.958,0.40,-0.20,-0.55,-0.88,2.00,0.18,
